task_description,task_category,task_required_skill,employer_id,employer_skill,match,required_skills_list,employer_skills_list
"this tsk involves developing dt science pp skills needed numpy,scikitlern,pandas,python",data science,"numpy,scikitlearn,pandas,python",f5367083-91ce-a680-8ceb-a3a48afd5aa5,"scikitlearn,python,swift,encryption",1,"['numpy', 'scikitlearn', 'pandas', 'python']","['scikitlearn', 'python', 'swift', 'encryption']"
"this task involves designing a cybersecurity app skills needed networking,encryption,firewalls,penetration testing",cybersecurity,"networking,encryption,firewalls,pntration tsting",cbca609e-ff0e-e801-b420-8e5db0cdbfb4,"penetration testing,firewlls,html,encryption",1,"['networking', 'encryption', 'firewalls', 'pntration tsting']","['penetration testing', 'firewlls', 'html', 'encryption']"
"this task involves developing a data science app skills needed scikitlearn,python,sql",data science,"scikitlearn,python,sql",b690840a-f217-b9f4-e302-d2f723a7bea3,"react native,swift,numpy",0,"['scikitlearn', 'python', 'sql']","['react native', 'swift', 'numpy']"
"this task involves designing a game development app skills needed unity,blender",gme development,"unity,blndr",2c5ae053-1c83-52fc-bb0c-813689b6bf5e,"networking,firwalls,javascript",0,"['unity', 'blndr']","['networking', 'firwalls', 'javascript']"
"this tsk involves designing devops pp skills needed docker,terrform,kubernetes,cicd",devops,"dockr,terraform,kubernetes,cicd",ce458be6-95d2-98b7-713e-3cfb8322b57a,"kubernetes,cicd,siem,python",1,"['dockr', 'terraform', 'kubernetes', 'cicd']","['kubernetes', 'cicd', 'siem', 'python']"
"this task involves designing a devops app skills needed aws,kubernetes,docker,terraform",devops,"aws,kubrnts,docker,terraform",4f28762a-9227-984b-503e-127f3422bff7,"cicd,unity,swift,react,scikitlern",0,"['aws', 'kubrnts', 'docker', 'terraform']","['cicd', 'unity', 'swift', 'react', 'scikitlern']"
"this task involves testing a data science app skills needed python,sql,scikitlearn",data science,"python,sql,scikitlearn",275df6ad-54b3-5b05-15dd-d1542db4d8b2,"python,sql,c,terraform,encryption",1,"['python', 'sql', 'scikitlearn']","['python', 'sql', 'c', 'terraform', 'encryption']"
"this task involves testing a cybersecurity app skills needed siem,firewalls,encryption",cybersecurity,"siem,firewalls,encryption",a681cdb7-8544-b185-464f-ab475195c0b8,"swift,c,docker,scikitlern,pnds",0,"['siem', 'firewalls', 'encryption']","['swift', 'c', 'docker', 'scikitlern', 'pnds']"
"this task involves developing a cybersecurity app skills needed firewalls,networking,siem,encryption",cybersecurity,"firwalls,ntworking,siem,encryption",b02a3312-5df4-8250-6f83-8835d9a108ab,"trraform,rect,python,ws,css",0,"['firwalls', 'ntworking', 'siem', 'encryption']","['trraform', 'rect', 'python', 'ws', 'css']"
"this tsk involves designing devops pp skills needed ws,kubernetes",devops,"aws,kubrnts",764ec997-d362-c8a0-fbc9-af1fe43a3cee,"c,firewalls,python,css,unity",0,"['aws', 'kubrnts']","['c', 'firewalls', 'python', 'css', 'unity']"
"this tsk involves developing mobile development pp skills needed flutter,jv",mobile development,"flutter,jv",5690b459-00e9-24fa-f6ca-394ad6f8e83a,"flutter,jv,siem,encryption,css",1,"['flutter', 'jv']","['flutter', 'jv', 'siem', 'encryption', 'css']"
"this tsk involves developing mobile development pp skills needed swift,kotlin",mobile development,"swift,kotlin",5fedda55-6c79-5a75-8e1b-69caf3d849d3,"kotlin,swift,javascript",1,"['swift', 'kotlin']","['kotlin', 'swift', 'javascript']"
"this task involves testing a cybersecurity app skills needed firewalls,siem,penetrtion testing",cybersecurity,"firwalls,siem,pntrtion tsting",3cf0006c-4abf-76cc-e5ba-aca6d118dc1d,"c,java,flutter,react native",0,"['firwalls', 'siem', 'pntrtion tsting']","['c', 'java', 'flutter', 'react native']"
"this tsk involves designing devops pp skills needed docker,kubernetes,aws",devops,"docker,kubernetes,aws",0e871e22-ff74-92d4-2292-2c4325055338,"swift,unity,flutter,terraform,python",0,"['docker', 'kubernetes', 'aws']","['swift', 'unity', 'flutter', 'terraform', 'python']"
"this task involves developing a cybersecurity app skills needed penetrtion testing,encryption,siem,networking",cybersecurity,"penetrtion testing,encryption,siem,ntworking",3e633dad-4064-b025-d9a4-4634f89ceb4b,"swift,flutter,scikitlern,react native",0,"['penetrtion testing', 'encryption', 'siem', 'ntworking']","['swift', 'flutter', 'scikitlern', 'react native']"
"this task involves designing a mobile development app skills needed flutter,rect ntive,kotlin",mobile development,"flutter,rect ntive,kotlin",d8aae9be-e14c-326a-5c75-0f735a995ea3,"flutter,kotlin,blndr,numpy,c",1,"['flutter', 'rect ntive', 'kotlin']","['flutter', 'kotlin', 'blndr', 'numpy', 'c']"
"this tsk involves designing devops pp skills needed kubernetes,terrform,cicd",devops,"kubernetes,terrform,cicd",b611539c-b1fe-873b-fcf7-504b02d0ec1d,"cicd,trrform,c",1,"['kubernetes', 'terrform', 'cicd']","['cicd', 'trrform', 'c']"
"this task involves designing a mobile development app skills needed kotlin,react native,flutter",mobile development,"kotlin,ract nativ,fluttr",835827df-8cd7-c16d-0790-020b1c2952df,"fluttr,kotlin,aws,css,nodejs",1,"['kotlin', 'ract nativ', 'fluttr']","['fluttr', 'kotlin', 'aws', 'css', 'nodejs']"
"this task involves improving a mobile development app skills needed java,swift,kotlin,flutter",mobile development,"java,swift,kotlin,flutter",f2a0d373-ffb6-188b-9f6a-24b51922e9bd,"nodejs,firewalls,blender",0,"['java', 'swift', 'kotlin', 'flutter']","['nodejs', 'firewalls', 'blender']"
"this task involves designing a mobile development app skills needed swift,kotlin,flutter",mobile development,"swift,kotlin,flutter",409bd3d5-6934-dcc8-31cb-8602993c1cd9,"kotlin,flutter,cicd,encryption",1,"['swift', 'kotlin', 'flutter']","['kotlin', 'flutter', 'cicd', 'encryption']"
"this task involves testing a mobile development app skills needed jv,react native,flutter",mobile development,"jv,react native,flutter",d04566b8-a4d3-be73-789b-b9cdd31896a0,"kubernetes,html,javascript,aws,c",0,"['jv', 'react native', 'flutter']","['kubernetes', 'html', 'javascript', 'aws', 'c']"
"this tsk involves developing dt science pp skills needed sql,numpy,scikitlearn,python",data science,"sql,numpy,scikitlearn,python",82a7af61-5109-32d1-46d3-b5298763bfb9,"scikitlearn,python,kotlin",1,"['sql', 'numpy', 'scikitlearn', 'python']","['scikitlearn', 'python', 'kotlin']"
"this task involves testing a devops app skills needed kubernetes,aws,docker,terraform",devops,"kubrnts,aws,dockr,terraform",fefe0af2-e114-78d9-7033-50a6a1212475,"kubernetes,docker,react,numpy,encryption",1,"['kubrnts', 'aws', 'dockr', 'terraform']","['kubernetes', 'docker', 'react', 'numpy', 'encryption']"
"this task involves testing a mobile development app skills needed kotlin,rect ntive,java",mobile development,"kotlin,rct ntiv,java",6cee18a2-7e76-5fbf-6ac7-e16dda1fe0f9,"jv,kotlin,aws",1,"['kotlin', 'rct ntiv', 'java']","['jv', 'kotlin', 'aws']"
"this task involves testing a game development app skills needed c,c",game development,"c,c",a3fc8ec5-02e1-d923-87a0-c59d7c871227,"penetration testing,kubrnts,jv,blender,encryption",0,"['c', 'c']","['penetration testing', 'kubrnts', 'jv', 'blender', 'encryption']"
"this tsk involves designing mobile development pp skills needed java,flutter",mobile development,"java,flutter",f514f491-5722-6322-3b0a-f7c75013cf14,"flutter,jv,html",1,"['java', 'flutter']","['flutter', 'jv', 'html']"
"this tsk involves designing gme development pp skills needed unrel engine,c",game development,"unreal engine,c",2fe80163-1cee-d353-53a2-6005dec32871,"react native,fluttr,aws,penetration testing",0,"['unreal engine', 'c']","['react native', 'fluttr', 'aws', 'penetration testing']"
"this task involves designing a web development app skills needed css,nodejs,html",web development,"css,nodejs,html",9d22d82d-4138-0251-104c-7d1574cdc2e8,"html,css,firewalls",1,"['css', 'nodejs', 'html']","['html', 'css', 'firewalls']"
"this tsk involves improving mobile development pp skills needed rect ntive,swift",mobile development,"rect ntive,swift",f2259057-8604-fe75-6032-29b3e77535f6,"flutter,firewlls,ws",0,"['rect ntive', 'swift']","['flutter', 'firewlls', 'ws']"
"this task involves designing a web development app skills needed html,jvscript",web development,"html,jvscript",6ff11a41-1560-947e-4314-46c45ae2e65e,"html,javascript,numpy,rect ntive,penetrtion testing",1,"['html', 'jvscript']","['html', 'javascript', 'numpy', 'rect ntive', 'penetrtion testing']"
"this tsk involves testing web development pp skills needed rect,html,css",web development,"rect,html,css",a17444b8-e9f1-b61b-9325-8626715d5f27,"c,cicd,react native,ws",0,"['rect', 'html', 'css']","['c', 'cicd', 'react native', 'ws']"
"this task involves developing a cybersecurity app skills needed penetration testing,siem,firewalls",cybersecurity,"penetration testing,siem,firewalls",4a28ef4b-b2b0-aff8-9583-4b5923b99e70,"firewalls,penetration testing,numpy",1,"['penetration testing', 'siem', 'firewalls']","['firewalls', 'penetration testing', 'numpy']"
"this task involves developing a cybersecurity app skills needed siem,penetration testing,encryption,firewalls",cybersecurity,"siem,pntration tsting,encryption,firwalls",7b01b4d1-4880-f40e-ccdb-abb02d43c8b7,"unrel engine,c,numpy,flutter,unity",0,"['siem', 'pntration tsting', 'encryption', 'firwalls']","['unrel engine', 'c', 'numpy', 'flutter', 'unity']"
"this task involves testing a devops app skills needed docker,terrform,cicd",devops,"docker,terrform,cicd",b082c849-e902-b8cd-2756-e1118488f698,"java,react native,penetration testing,unity,networking",0,"['docker', 'terrform', 'cicd']","['java', 'react native', 'penetration testing', 'unity', 'networking']"
"this task involves testing a data science app skills needed pandas,numpy,sql",data science,"pandas,numpy,sql",c3739203-0c39-ffd8-7818-f12ca1c6669a,"pandas,numpy,sql,html",1,"['pandas', 'numpy', 'sql']","['pandas', 'numpy', 'sql', 'html']"
"this tsk involves developing dt science pp skills needed scikitlern,sql",dt science,"scikitlearn,sql",2f8a0b11-76a9-1e43-7335-5bfb22a3e080,"react native,siem,networking,python,terraform",0,"['scikitlearn', 'sql']","['react native', 'siem', 'networking', 'python', 'terraform']"
"this task involves improving a mobile development app skills needed kotlin,java,flutter",mobile development,"kotlin,java,fluttr",45b1eaa4-6e79-fd5d-3dba-e9c301ef901a,"terraform,firewalls,c,unrel engine",0,"['kotlin', 'java', 'fluttr']","['terraform', 'firewalls', 'c', 'unrel engine']"
"this task involves designing a cybersecurity app skills needed encryption,firewlls",cybersecurity,"encryption,firewlls",92f3d996-a22f-0f21-6ea9-d94e52afa73c,"encryption,firewalls,kubrnts",1,"['encryption', 'firewlls']","['encryption', 'firewalls', 'kubrnts']"
"this task involves testing a data science app skills needed pandas,numpy,python",dt science,"pandas,numpy,python",890ec22f-7e72-4861-6a49-a071b0fa5ae2,"python,pnds,pntration tsting",1,"['pandas', 'numpy', 'python']","['python', 'pnds', 'pntration tsting']"
"this task involves developing a devops app skills needed terraform,aws",devops,"trraform,aws",c58f882f-532f-0cb9-506e-0c1a17d2e7c1,"nodejs,blender,docker",0,"['trraform', 'aws']","['nodejs', 'blender', 'docker']"
"this tsk involves improving web development pp skills needed jvscript,css,nodejs,html",web development,"javascript,css,nodejs,html",f1c1e13b-8c67-dd29-9cb5-c5790eec9e1f,"css,javascript,pnds,rect ntive",1,"['javascript', 'css', 'nodejs', 'html']","['css', 'javascript', 'pnds', 'rect ntive']"
"this tsk involves designing dt science pp skills needed numpy,scikitlern,pandas,sql",dt science,"numpy,scikitlearn,pandas,sql",4db562b2-f7ea-1cb1-26fd-1262c35fca30,"fluttr,python,javascript,kubernetes",0,"['numpy', 'scikitlearn', 'pandas', 'sql']","['fluttr', 'python', 'javascript', 'kubernetes']"
"this task involves designing a data science app skills needed numpy,python,scikitlearn",data science,"numpy,python,scikitlearn",9afdc674-67bb-0920-ac68-30f1514eac5c,"numpy,scikitlern,sql,kubernetes,javascript",1,"['numpy', 'python', 'scikitlearn']","['numpy', 'scikitlern', 'sql', 'kubernetes', 'javascript']"
"this task involves designing a cybersecurity app skills needed networking,encryption,firewalls",cybersecurity,"networking,encryption,firewalls",c67e7491-9853-f0ba-3982-f97fba6cae4c,"css,numpy,html",0,"['networking', 'encryption', 'firewalls']","['css', 'numpy', 'html']"
"this task involves improving a devops app skills needed terraform,cicd",devops,"terraform,cicd",f1a0b7ee-5574-d40f-7b48-ae58b2066739,"javascript,pnds,scikitlearn,unity",0,"['terraform', 'cicd']","['javascript', 'pnds', 'scikitlearn', 'unity']"
"this task involves testing a web development app skills needed html,css,javascript,react",web development,"html,css,javascript,react",b42b8f13-2465-2107-720a-a84a20739643,"kotlin,aws,nodjs,firwalls,siem",0,"['html', 'css', 'javascript', 'react']","['kotlin', 'aws', 'nodjs', 'firwalls', 'siem']"
"this tsk involves designing web development pp skills needed css,javascript,rect",web development,"css,javascript,rect",12e9c72d-0da1-8bb6-c03a-190874d3fbea,"css,javascript,jv,rect,blender",1,"['css', 'javascript', 'rect']","['css', 'javascript', 'jv', 'rect', 'blender']"
"this task involves improving a devops app skills needed aws,cicd",devops,"aws,cicd",ab8face4-8a50-0cd6-f895-4ddd35ea5627,"blender,nodejs,siem",0,"['aws', 'cicd']","['blender', 'nodejs', 'siem']"
"this task involves improving a data science app skills needed scikitlearn,numpy",data science,"scikitlearn,numpy",2214d2d2-0732-30b1-89c0-af082021ba67,"aws,kubernetes,networking,siem",0,"['scikitlearn', 'numpy']","['aws', 'kubernetes', 'networking', 'siem']"
"this task involves testing a game development app skills needed c,unrel engine",game development,"c,unrl engin",eae83cc0-face-4fc5-778a-3108769051f1,"c,unreal engine,flutter,numpy,rct ntiv",1,"['c', 'unrl engin']","['c', 'unreal engine', 'flutter', 'numpy', 'rct ntiv']"
"this task involves designing a devops app skills needed kubernetes,docker,terraform,ws",devops,"kubernetes,docker,trraform,ws",7a210cc6-bb56-b9ba-fd9d-130854016312,"dockr,kubrnts,siem,firewalls",1,"['kubernetes', 'docker', 'trraform', 'ws']","['dockr', 'kubrnts', 'siem', 'firewalls']"
"this task involves improving a devops app skills needed kubernetes,cicd,terraform,docker",devops,"kubrnts,cicd,trraform,dockr",65a3fd0f-40d4-706a-503a-72e8db0c0be7,"cicd,kubernetes,terraform",1,"['kubrnts', 'cicd', 'trraform', 'dockr']","['cicd', 'kubernetes', 'terraform']"
"this task involves testing a devops app skills needed docker,ws",devops,"docker,ws",6907fc9f-39db-8b54-7df0-3d4169665e06,"aws,dockr,pntration tsting,react,networking",1,"['docker', 'ws']","['aws', 'dockr', 'pntration tsting', 'react', 'networking']"
"this tsk involves testing cybersecurity pp skills needed firewlls,networking",cybersecurity,"firewalls,networking",5fab0fdf-2856-d43c-6dde-303bc5a77918,"python,java,sql,css,scikitlearn",0,"['firewalls', 'networking']","['python', 'java', 'sql', 'css', 'scikitlearn']"
"this task involves designing a devops app skills needed kubernetes,terrform,cicd,aws",devops,"kubernetes,trrform,cicd,aws",ec2fa8c7-d124-0566-5e7e-ecb0e742ffee,"rect,pandas,scikitlearn,fluttr",0,"['kubernetes', 'trrform', 'cicd', 'aws']","['rect', 'pandas', 'scikitlearn', 'fluttr']"
"this tsk involves improving gme development pp skills needed unrel engine,unity",game development,"unral engin,unity",f985ef0d-56ac-0af8-778b-721f43b10e0b,"c,react,scikitlearn,kubernetes",0,"['unral engin', 'unity']","['c', 'react', 'scikitlearn', 'kubernetes']"
"this tsk involves developing dt science pp skills needed python,pnds,sql",dt science,"python,pandas,sql",904c0b0e-5b04-13f9-c6f5-1d4835fbd6a1,"unity,cicd,java,encryption,flutter",0,"['python', 'pandas', 'sql']","['unity', 'cicd', 'java', 'encryption', 'flutter']"
"this tsk involves designing web development pp skills needed nodejs,javascript,html,css",web development,"nodejs,javascript,html,css",bb07647b-382a-fcb1-2f03-9f04dd7793dd,"encryption,penetration testing,siem,kubernetes,unrl engin",0,"['nodejs', 'javascript', 'html', 'css']","['encryption', 'penetration testing', 'siem', 'kubernetes', 'unrl engin']"
"this task involves developing a devops app skills needed docker,terraform,kubernetes",devops,"docker,terraform,kubrnts",c110f978-2580-0fd1-8641-57adb39fc876,"kubernetes,trraform,ntworking,c",1,"['docker', 'terraform', 'kubrnts']","['kubernetes', 'trraform', 'ntworking', 'c']"
